supplier_id,supplier_name,business_type,food_name,food_category,prepared_qty,sold_qty,surplus_qty,price,waste_qty,created_date,weekday_name,is_weekend,festival_name,is_festival,weather,temperature,demand_score
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Bread Pack,Bakery,688,447,241,45.48,53,2025-05-03,Sunday,true,,false,Overcast,31.2,0.63
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Mutton Curry,Main,206,70,136,275.6,32,2025-05-04,Monday,false,,false,Sunny,29.7,0.42
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Paneer Fried Rice,Rice,246,116,130,134.46,27,2025-05-05,Tuesday,false,,false,Sunny,30.9,0.55
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Idli Sambar,Breakfast,81,46,35,56.96,8,2025-05-06,Wednesday,false,,false,Cloudy,30,0.52
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Curd Rice,Lunch,88,52,36,68.52,8,2025-05-07,Thursday,false,,false,Sunny,32.2,0.51
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Butter Chicken,Main,178,80,98,222.26,19,2025-05-08,Friday,false,,false,Sunny,30,0.6
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Tandoori Chicken,Main,81,41,40,248.79,9,2025-05-09,Saturday,true,,false,Cloudy,30.6,0.62
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Tandoori Chicken,Main,744,402,342,249.61,73,2025-05-10,Sunday,true,,false,Sunny,31.4,0.66
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Idli Sambar,Breakfast,215,110,105,62.77,24,2025-05-11,Monday,false,,false,Sunny,30.3,0.46
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Biryani Mix Platter,Rice,270,81,189,355.05,42,2025-05-12,Tuesday,false,,false,Sunny,29.6,0.48
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Office Lunch Tray,Meal,126,44,82,115.56,20,2025-05-13,Wednesday,false,,false,Overcast,30.2,0.41
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Veg Noodles,FastFood,85,31,54,106.88,13,2025-05-14,Thursday,false,,false,Cloudy,28.5,0.44
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Chicken Biryani,Rice,184,83,101,179.76,21,2025-05-15,Friday,false,,false,Sunny,31.4,0.57
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,School Meal Set,Meal,79,49,30,81.58,7,2025-05-16,Saturday,true,,false,Sunny,31.2,0.6
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Wedding Sweets Mix,Dessert,689,413,276,173.05,66,2025-05-17,Sunday,true,,false,Overcast,32,0.55
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Idli Sambar,Breakfast,226,99,127,65.54,31,2025-05-18,Monday,false,,false,Cloudy,29.8,0.39
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Wedding Sweets Mix,Dessert,241,147,94,177.68,19,2025-05-19,Tuesday,false,,false,Overcast,32.2,0.56
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Tandoori Chicken,Main,123,33,90,252.33,29,2025-05-20,Wednesday,false,,false,Rainy,30.2,0.39
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Veg Noodles,FastFood,144,32,112,110.11,39,2025-05-21,Thursday,false,,false,Rainy,30,0.29
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Egg Puff,Bakery,146,69,77,31.13,17,2025-05-22,Friday,false,,false,Overcast,31.3,0.47
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Paneer Fried Rice,Rice,82,52,30,130.1,6,2025-05-23,Saturday,true,,false,Overcast,30.6,0.71
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Mutton Curry,Main,734,323,411,286.76,101,2025-05-24,Sunday,true,,false,Sunny,30.3,0.52
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Wedding Sweets Mix,Dessert,219,123,96,174.12,21,2025-05-25,Monday,false,,false,Cloudy,29.1,0.51
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Biryani Mix Platter,Rice,217,56,161,355.53,38,2025-05-26,Tuesday,false,,false,Overcast,31.2,0.44
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Bread Pack,Bakery,64,18,46,47.43,16,2025-05-27,Wednesday,false,,false,Rainy,27.7,0.26
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Biryani Mix Platter,Rice,92,33,59,351.98,12,2025-05-28,Thursday,false,,false,Cloudy,29,0.54
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Tandoori Chicken,Main,177,51,126,244.57,30,2025-05-29,Friday,false,,false,Humid,33.4,0.41
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Office Lunch Tray,Meal,58,23,35,116.54,9,2025-05-30,Saturday,true,,false,Cloudy,29.8,0.46
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Wedding Sweets Mix,Dessert,736,515,221,183.66,48,2025-05-31,Sunday,true,,false,Humid,27.6,0.65
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Office Lunch Tray,Meal,238,124,114,123.85,23,2025-06-01,Monday,false,,false,Sunny,26.6,0.58
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Butter Chicken,Main,227,95,132,218.88,27,2025-06-02,Tuesday,false,,false,Cloudy,27.3,0.57
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,School Meal Set,Meal,84,35,49,83.88,16,2025-06-03,Wednesday,false,,false,Rainy,24.8,0.4
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Idli Sambar,Breakfast,130,57,73,56.85,24,2025-06-04,Thursday,false,,false,Rainy,27,0.39
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Paneer Fried Rice,Rice,189,119,70,126.56,12,2025-06-05,Friday,false,,false,Overcast,27.2,0.71
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Tandoori Chicken,Main,50,27,23,256.47,5,2025-06-06,Saturday,true,,false,Overcast,27.5,0.65
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Veg Noodles,FastFood,688,351,337,103.65,105,2025-06-07,Sunday,true,,false,Rainy,26.4,0.58
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Paneer Fried Rice,Rice,182,71,111,127.1,25,2025-06-08,Monday,false,,false,Cloudy,27,0.47
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Chapati Kurma,Dinner,249,117,132,91.18,29,2025-06-09,Tuesday,false,,false,Cloudy,28,0.5
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Paneer Fried Rice,Rice,74,28,46,126.77,14,2025-06-10,Wednesday,false,,false,Rainy,25.4,0.46
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Chapati Kurma,Dinner,134,71,63,92.53,13,2025-06-11,Thursday,false,,false,Sunny,28.4,0.56
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Lemon Rice,Lunch,147,97,50,75.99,10,2025-06-12,Friday,false,,false,Humid,27.7,0.56
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Tandoori Chicken,Main,73,39,34,248.81,10,2025-06-13,Saturday,true,,false,Rainy,26.2,0.65
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Butter Chicken,Main,693,305,388,221.53,89,2025-06-14,Sunday,true,,false,Humid,30.1,0.59
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Curd Rice,Lunch,184,85,99,72.09,32,2025-06-15,Monday,false,,false,Rainy,27.3,0.38
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Idli Sambar,Breakfast,256,128,128,59.66,30,2025-06-16,Tuesday,false,,false,Humid,28,0.45
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Curd Rice,Lunch,77,49,28,75.93,6,2025-06-17,Wednesday,false,,false,Sunny,28.1,0.56
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Corporate Buffet Pack,Meal,93,39,54,402.92,17,2025-06-18,Thursday,false,,false,Rainy,25.1,0.46
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Vegetable Biryani,Rice,159,80,79,141.98,16,2025-06-19,Friday,false,,false,Cloudy,27.5,0.6
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Office Lunch Tray,Meal,94,51,43,123.53,10,2025-06-20,Saturday,true,,false,Humid,28.7,0.6
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Tandoori Chicken,Main,712,313,399,248.32,94,2025-06-21,Sunday,true,,false,Cloudy,26.6,0.56
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Tandoori Chicken,Main,211,87,124,244.14,26,2025-06-22,Monday,false,,false,Humid,29.9,0.53
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Paneer Fried Rice,Rice,222,124,98,128.05,19,2025-06-23,Tuesday,false,,false,Sunny,29.1,0.64
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Office Lunch Tray,Meal,126,50,76,117.57,17,2025-06-24,Wednesday,false,,false,Humid,29.5,0.46
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Veg Noodles,FastFood,117,51,66,103.35,20,2025-06-25,Thursday,false,,false,Rainy,25.1,0.51
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Tandoori Chicken,Main,170,59,111,255.01,25,2025-06-26,Friday,false,,false,Cloudy,27.3,0.47
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Tandoori Chicken,Main,66,42,24,254.8,5,2025-06-27,Saturday,true,,false,Overcast,27.1,0.75
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Mutton Curry,Main,741,534,207,276.85,38,2025-06-28,Sunday,true,,false,Overcast,26.6,0.8
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Paneer Fried Rice,Rice,243,117,126,131.54,26,2025-06-29,Monday,false,,false,Sunny,27.4,0.56
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Idli Sambar,Breakfast,262,178,84,54.34,16,2025-06-30,Tuesday,false,,false,Sunny,28.7,0.63
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Mutton Curry,Main,59,35,24,285.16,4,2025-07-01,Wednesday,false,,false,Sunny,27.7,0.68
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Tandoori Chicken,Main,125,43,82,243.4,19,2025-07-02,Thursday,false,,false,Cloudy,26.5,0.46
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Lemon Rice,Lunch,143,93,50,65.67,10,2025-07-03,Friday,false,,false,Sunny,27.1,0.55
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Corporate Buffet Pack,Meal,62,43,19,395.22,4,2025-07-04,Saturday,true,,false,Sunny,26.5,0.74
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Biryani Mix Platter,Rice,742,416,326,354.34,64,2025-07-05,Sunday,true,,false,Sunny,26.6,0.74
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Paneer Fried Rice,Rice,181,78,103,135.74,22,2025-07-06,Monday,false,,false,Cloudy,27.1,0.51
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Egg Puff,Bakery,219,127,92,28.78,19,2025-07-07,Tuesday,false,,false,Cloudy,26.4,0.58
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,School Meal Set,Meal,69,39,30,80.54,6,2025-07-08,Wednesday,false,,false,Overcast,28.5,0.54
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Idli Sambar,Breakfast,113,50,63,54.24,20,2025-07-09,Thursday,false,,false,Rainy,27.2,0.39
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Chapati Kurma,Dinner,189,95,94,89.71,20,2025-07-10,Friday,false,,false,Sunny,29.3,0.53
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Mutton Curry,Main,107,65,42,278.08,9,2025-07-11,Saturday,true,,false,Humid,30,0.69
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Veg Noodles,FastFood,703,422,281,105.58,60,2025-07-12,Sunday,true,,false,Humid,27.9,0.67
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Tandoori Chicken,Main,222,100,122,255.05,25,2025-07-13,Monday,false,,false,Humid,28.2,0.57
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Idli Sambar,Breakfast,221,155,66,63.23,12,2025-07-14,Tuesday,false,,false,Cloudy,27.1,0.65
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Tandoori Chicken,Main,90,46,44,244.81,8,2025-07-15,Wednesday,false,,false,Overcast,28.2,0.63
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Lemon Rice,Lunch,143,114,29,67.99,5,2025-07-16,Thursday,false,,false,Overcast,29,0.7
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Biryani Mix Platter,Rice,167,68,99,351.87,20,2025-07-17,Friday,false,,false,Humid,30.2,0.59
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Curd Rice,Lunch,66,49,17,78.8,4,2025-07-18,Saturday,true,,false,Cloudy,28.1,0.66
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Office Lunch Tray,Meal,698,517,181,125.76,33,2025-07-19,Sunday,true,,false,Overcast,27.2,0.8
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Lemon Rice,Lunch,225,128,97,75.26,30,2025-07-20,Monday,false,,false,Rainy,25.2,0.47
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Office Lunch Tray,Meal,209,98,111,119.5,24,2025-07-21,Tuesday,false,,false,Overcast,27.8,0.53
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Bread Pack,Bakery,118,78,40,44.52,8,2025-07-22,Wednesday,false,,false,Sunny,26.7,0.64
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,School Meal Set,Meal,115,64,51,80.32,11,2025-07-23,Thursday,false,,false,Humid,28.5,0.54
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Mutton Curry,Main,197,79,118,280.67,26,2025-07-24,Friday,false,,false,Cloudy,27.5,0.48
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Curd Rice,Lunch,99,87,12,70.88,2,2025-07-25,Saturday,true,,false,Overcast,26.6,0.8
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Egg Puff,Bakery,682,552,130,40.05,24,2025-07-26,Sunday,true,,false,Overcast,26.8,0.81
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Lemon Rice,Lunch,196,123,73,67.08,16,2025-07-27,Monday,false,,false,Overcast,28,0.53
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Vegetable Biryani,Rice,266,138,128,146.3,25,2025-07-28,Tuesday,false,,false,Humid,27.9,0.62
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Curd Rice,Lunch,118,90,28,71.38,5,2025-07-29,Wednesday,false,,false,Overcast,27.6,0.68
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Office Lunch Tray,Meal,108,63,45,124.3,9,2025-07-30,Thursday,false,,false,Cloudy,27.1,0.64
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Veg Noodles,FastFood,168,89,79,116.54,16,2025-07-31,Friday,false,,false,Cloudy,26.2,0.6
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Curd Rice,Lunch,101,89,12,73.03,2,2025-08-01,Saturday,true,,false,Overcast,29.2,0.8
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Veg Noodles,FastFood,705,338,367,114.11,117,2025-08-02,Sunday,true,,false,Rainy,25.8,0.55
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Bread Pack,Bakery,204,147,57,54.17,10,2025-08-03,Monday,false,,false,Overcast,29.1,0.7
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Chicken Biryani,Rice,269,113,156,185.85,33,2025-08-04,Tuesday,false,,false,Overcast,27,0.54
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Corporate Buffet Pack,Meal,106,42,64,406.71,20,2025-08-05,Wednesday,false,,false,Rainy,25.3,0.44
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,School Meal Set,Meal,140,90,50,84.52,10,2025-08-06,Thursday,false,,false,Sunny,29.5,0.62
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Chapati Kurma,Dinner,195,96,99,92.51,21,2025-08-07,Friday,false,,false,Sunny,27.3,0.52
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Chapati Kurma,Dinner,43,26,17,84.3,4,2025-08-08,Saturday,true,,false,Overcast,27.7,0.64
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Chapati Kurma,Dinner,734,455,279,90.67,83,2025-08-09,Sunday,true,,false,Rainy,26.1,0.65
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Bread Pack,Bakery,193,95,98,49.96,30,2025-08-10,Monday,false,,false,Rainy,27.2,0.47
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Tandoori Chicken,Main,251,146,105,254.76,18,2025-08-11,Tuesday,false,,false,Sunny,28.4,0.7
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Wedding Sweets Mix,Dessert,113,78,35,182.56,7,2025-08-12,Wednesday,false,,false,Sunny,27.2,0.64
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Veg Noodles,FastFood,122,54,68,108.59,20,2025-08-13,Thursday,false,,false,Rainy,25.5,0.51
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Vegetable Biryani,Rice,205,121,84,136.47,15,2025-08-14,Friday,false,,false,Overcast,27.5,0.69
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Corporate Buffet Pack,Meal,38,26,12,404.42,2,2025-08-15,Saturday,true,,false,Sunny,27.4,0.73
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Paneer Fried Rice,Rice,694,278,416,130.48,139,2025-08-16,Sunday,true,,false,Rainy,26.5,0.48
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Corporate Buffet Pack,Meal,183,79,104,400.22,24,2025-08-17,Monday,false,,false,Cloudy,28.4,0.47
31373466-0755-5d73-a853-9f55038c9929,Royal Events Catering,Caterers & Hotels,Butter Chicken,Main,213,119,94,224.94,16,2025-08-18,Tuesday,false,,false,Sunny,28.1,0.71
7933b384-0fba-5867-9d8c-929b61f2acca,Golden Crust Bakery,Restaurants and Cafes,Wedding Sweets Mix,Dessert,85,45,40,175.54,9,2025-08-19,Wednesday,false,,false,Cloudy,26.5,0.48
26fc9b4e-b524-5657-9a97-52821ba0b606,Saravana Bhavan Outlet,Restaurants and Cafes,Corporate Buffet Pack,Meal,148,56,92,401.56,29,2025-08-20,Thursday,false,,false,Rainy,25.9,0.42
a6ba8fc6-3fbb-5aae-8512-9345e6825dc7,Spice Route Kitchen,Caterers & Hotels,Curd Rice,Lunch,168,81,87,75.79,28,2025-08-21,Friday,false,,false,Rainy,26.9,0.4
3e0608b2-84e3-5a64-bed8-c98722b6066c,Madurai Meals Hub,Schools & Institutions,Office Lunch Tray,Meal,105,51,54,119.94,13,2025-08-22,Saturday,true,,false,Humid,28.6,0.55
8faf69d6-0238-50f2-bbe7-1345d3a7c4dd,Grand Celebration Hotel,Weddings and Parties,Idli Sambar,Breakfast,749,539,210,63.89,45,2025-08-23,Sunday,true,,false,Cloudy,28.2,0.67
256ceba6-ddcf-530f-bfa1-c7781a94c5bf,Corporate Catering Solutions,Corporate Offices & Canteens,Office Lunch Tray,Meal,192,94,98,115.03,28,2025-08-24,Monday,false,,false,Rainy,27.2,0.55
